seqnames	start	end	strand	TR_ID	exon_combination	prime3	prime5	exon_rank	exon_ID	TR_start	TR_end
NC_001491.2	17967	18113	+	3719	17967-18113::+	18113	17967	1	3725	17967	18113
NC_001491.2	75662	75809	-	3720	75662-75809::-	75662	75809	1	3726	75662	75809
NC_001491.2	45800	45947	+	3721	45800-45947::+	45947	45800	1	3727	45800	45947
NC_001491.2	26594	26741	+	3722	26594-26741::+	26741	26594	1	3728	26594	26741
NC_001491.2	88466	88612	+	3723	88466-88612::+	88612	88466	1	3729	88466	88612
NC_001491.2	40064	40210	-	3724	40064-40210::-	40064	40210	1	3730	40064	40210
NC_001491.2	84734	84881	+	3725	84734-84881::+	84881	84734	1	3731	84734	84881
NC_001491.2	53121	53267	-	3726	53121-53267::-	53121	53267	1	3732	53121	53267
NC_001491.2	119443	119589	+	3727	119443-119589::+	119589	119443	1	3733	119443	119589
NC_001491.2	126333	126482	+	3728	126333-126482::+	126482	126333	1	3734	126333	126482
NC_001491.2	19664	19810	+	3729	19664-19810::+	19810	19664	1	3735	19664	19810
NC_001491.2	70922	71069	-	3730	70922-71069::-	70922	71069	1	3736	70922	71069
NC_001491.2	24861	25007	+	3731	24861-25007::+	25007	24861	1	3737	24861	25007
NC_001491.2	122178	122328	+	3732	122178-122328::+	122328	122178	1	3738	122178	122328
NC_001491.2	21679	21825	-	3733	21679-21825::-	21679	21825	1	3739	21679	21825
NC_001491.2	14777	14926	-	3734	14777-14926::-	14777	14926	1	3740	14777	14926
NC_001491.2	73901	74032	-	3735	73901-74032::-	73901	74032	1	3741	73901	74032
NC_001491.2	84255	84403	+	3736	84255-84403::+	84403	84255	1	3742	84255	84403
NC_001491.2	84401	84547	+	3737	84401-84547::+	84547	84401	1	3743	84401	84547
NC_001491.2	81438	81585	+	3738	81438-81585::+	81585	81438	1	3744	81438	81585
NC_001491.2	8110	8256	-	3739	8110-8256::-	8110	8256	1	3745	8110	8256
NC_001491.2	86662	86808	+	3740	86662-86808::+	86808	86662	1	3746	86662	86808
NC_001491.2	24835	24981	+	3741	24835-24981::+	24981	24835	1	3747	24835	24981
NC_001491.2	81011	81158	+	3742	81011-81158::+	81158	81011	1	3748	81011	81158
NC_001491.2	12496	12643	+	3743	12496-12643::+	12643	12496	1	3749	12496	12643
NC_001491.2	64279	64425	+	3744	64279-64425::+	64425	64279	1	3750	64279	64425
NC_001491.2	14839	14985	+	3745	14839-14985::+	14985	14839	1	3751	14839	14985
NC_001491.2	121613	121760	+	3746	121613-121760::+	121760	121613	1	3752	121613	121760
NC_001491.2	94247	94394	-	3747	94247-94394::-	94247	94394	1	3753	94247	94394
NC_001491.2	114051	114197	+	3748	114051-114197::+	114197	114051	1	3754	114051	114197
NC_001491.2	54737	54883	-	3749	54737-54883::-	54737	54883	1	3755	54737	54883
NC_001491.2	2671	2816	+	3750	2671-2816::+	2816	2671	1	3756	2671	2816
NC_001491.2	63520	63666	+	3751	63520-63666::+	63666	63520	1	3757	63520	63666
NC_001491.2	18153	18300	+	3752	18153-18300::+	18300	18153	1	3758	18153	18300
NC_001491.2	88227	88373	-	3753	88227-88373::-	88227	88373	1	3759	88227	88373
NC_001491.2	46988	47135	-	3754	46988-47135::-	46988	47135	1	3760	46988	47135
NC_001491.2	15083	15230	+	3755	15083-15230::+	15230	15083	1	3761	15083	15230
NC_001491.2	43003	43153	+	3756	43003-43153::+	43153	43003	1	3762	43003	43153
NC_001491.2	79982	80105	+	3757	79982-80105::+	80105	79982	1	3763	79982	80105
NC_001491.2	108148	108298	-	3758	108148-108298::-	108148	108298	1	3764	108148	108298
NC_001491.2	25962	26110	-	3759	25962-26110::-	25962	26110	1	3765	25962	26110
NC_001491.2	11994	12140	+	3760	11994-12140::+	12140	11994	1	3766	11994	12140
NC_001491.2	19664	19809	+	3761	19664-19809::+	19809	19664	1	3767	19664	19809
NC_001491.2	121959	122106	+	3762	121959-122106::+	122106	121959	1	3768	121959	122106
NC_001491.2	19871	20017	+	3763	19871-20017::+	20017	19871	1	3769	19871	20017
NC_001491.2	47692	47839	-	3764	47692-47839::-	47692	47839	1	3770	47692	47839
NC_001491.2	126528	126674	-	3765	126528-126674::-	126528	126674	1	3771	126528	126674
NC_001491.2	90946	91092	+	3766	90946-91092::+	91092	90946	1	3772	90946	91092
NC_001491.2	70248	70394	-	3767	70248-70394::-	70248	70394	1	3773	70248	70394
NC_001491.2	1603	1749	+	3768	1603-1749::+	1749	1603	1	3774	1603	1749
NC_001491.2	92409	92557	+	3769	92409-92557::+	92557	92409	1	3775	92409	92557
NC_001491.2	2501	2646	-	3770	2501-2646::-	2501	2646	1	3776	2501	2646
NC_001491.2	132678	132824	+	3771	132678-132824::+	132824	132678	1	3777	132678	132824
NC_001491.2	65615	65762	-	3772	65615-65762::-	65615	65762	1	3778	65615	65762
NC_001491.2	102500	102647	+	3773	102500-102647::+	102647	102500	1	3779	102500	102647
NC_001491.2	23242	23388	+	3774	23242-23388::+	23388	23242	1	3780	23242	23388
NC_001491.2	47031	47177	-	3775	47031-47177::-	47031	47177	1	3781	47031	47177
NC_001491.2	4058	4205	-	3776	4058-4205::-	4058	4205	1	3782	4058	4205
NC_001491.2	74969	75115	-	3777	74969-75115::-	74969	75115	1	3783	74969	75115
NC_001491.2	25616	25762	-	3778	25616-25762::-	25616	25762	1	3784	25616	25762
NC_001491.2	118852	118999	+	3779	118852-118999::+	118999	118852	1	3785	118852	118999
NC_001491.2	84541	84687	-	3780	84541-84687::-	84541	84687	1	3786	84541	84687
NC_001491.2	2774	2921	+	3781	2774-2921::+	2921	2774	1	3787	2774	2921
NC_001491.2	82060	82207	+	3782	82060-82207::+	82207	82060	1	3788	82060	82207
NC_001491.2	21065	21209	-	3783	21065-21209::-	21065	21209	1	3789	21065	21209
NC_001491.2	91946	92093	+	3784	91946-92093::+	92093	91946	1	3790	91946	92093
NC_001491.2	15679	15829	+	3785	15679-15829::+	15829	15679	1	3791	15679	15829
NC_001491.2	135491	135637	+	3786	135491-135637::+	135637	135491	1	3792	135491	135637
NC_001491.2	122191	122341	+	3787	122191-122341::+	122341	122191	1	3793	122191	122341
NC_001491.2	80091	80240	+	3788	80091-80240::+	80240	80091	1	3794	80091	80240
NC_001491.2	101425	101571	-	3789	101425-101571::-	101425	101571	1	3795	101425	101571
NC_001491.2	134350	134497	+	3790	134350-134497::+	134497	134350	1	3796	134350	134497
NC_001491.2	106091	106239	-	3791	106091-106239::-	106091	106239	1	3797	106091	106239
NC_001491.2	89189	89336	+	3792	89189-89336::+	89336	89189	1	3798	89189	89336
NC_001491.2	95010	95159	-	3793	95010-95159::-	95010	95159	1	3799	95010	95159
NC_001491.2	103733	103882	+	3794	103733-103882::+	103882	103733	1	3800	103733	103882
NC_001491.2	55321	55469	+	3795	55321-55469::+	55469	55321	1	3801	55321	55469
NC_001491.2	109394	109540	+	3796	109394-109540::+	109540	109394	1	3802	109394	109540
NC_001491.2	78510	78657	+	3797	78510-78657::+	78657	78510	1	3803	78510	78657
NC_001491.2	52190	52336	+	3798	52190-52336::+	52336	52190	1	3804	52190	52336
NC_001491.2	65881	66027	-	3799	65881-66027::-	65881	66027	1	3805	65881	66027
NC_001491.2	79982	80129	+	3800	79982-80129::+	80129	79982	1	3806	79982	80129
NC_001491.2	84164	84312	-	3801	84164-84312::-	84164	84312	1	3807	84164	84312
NC_001491.2	106049	106196	-	3802	106049-106196::-	106049	106196	1	3808	106049	106196
NC_001491.2	78713	78860	+	3803	78713-78860::+	78860	78713	1	3809	78713	78860
NC_001491.2	65468	65615	-	3804	65468-65615::-	65468	65615	1	3810	65468	65615
NC_001491.2	105150	105295	+	3805	105150-105295::+	105295	105150	1	3811	105150	105295
NC_001491.2	121744	121892	+	3806	121744-121892::+	121892	121744	1	3812	121744	121892
NC_001491.2	90970	91117	+	3807	90970-91117::+	91117	90970	1	3813	90970	91117
NC_001491.2	124528	124676	-	3808	124528-124676::-	124528	124676	1	3814	124528	124676
NC_001491.2	64742	64889	+	3809	64742-64889::+	64889	64742	1	3815	64742	64889
NC_001491.2	101398	101544	+	3810	101398-101544::+	101544	101398	1	3816	101398	101544
NC_001491.2	57817	57964	+	3811	57817-57964::+	57964	57817	1	3817	57817	57964
NC_001491.2	69875	70021	+	3812	69875-70021::+	70021	69875	1	3818	69875	70021
NC_001491.2	22777	22922	-	3813	22777-22922::-	22777	22922	1	3819	22777	22922
NC_001491.2	130635	130764	+	3814	130635-130764::+	130764	130635	1	3820	130635	130764
NC_001491.2	86084	86231	+	3815	86084-86231::+	86231	86084	1	3821	86084	86231
NC_001491.2	119527	119674	+	3816	119527-119674::+	119674	119527	1	3822	119527	119674
NC_001491.2	94170	94320	-	3817	94170-94320::-	94170	94320	1	3823	94170	94320
NC_001491.2	4194	4338	-	3818	4194-4338::-	4194	4338	1	3824	4194	4338
NC_001491.2	26160	26306	+	3819	26160-26306::+	26306	26160	1	3825	26160	26306
NC_001491.2	74070	74215	-	3820	74070-74215::-	74070	74215	1	3826	74070	74215
NC_001491.2	13727	13873	-	3821	13727-13873::-	13727	13873	1	3827	13727	13873
NC_001491.2	110741	110890	-	3822	110741-110890::-	110741	110890	1	3828	110741	110890
NC_001491.2	102674	102820	+	3823	102674-102820::+	102820	102674	1	3829	102674	102820
NC_001491.2	78255	78402	+	3824	78255-78402::+	78402	78255	1	3830	78255	78402
NC_001491.2	57637	57784	+	3825	57637-57784::+	57784	57637	1	3831	57637	57784
NC_001491.2	26092	26238	+	3826	26092-26238::+	26238	26092	1	3832	26092	26238
NC_001491.2	81659	81805	-	3827	81659-81805::-	81659	81805	1	3833	81659	81805
NC_001491.2	67182	67327	+	3828	67182-67327::+	67327	67182	1	3834	67182	67327
NC_001491.2	133744	133891	-	3829	133744-133891::-	133744	133891	1	3835	133744	133891
NC_001491.2	78451	78599	+	3830	78451-78599::+	78599	78451	1	3836	78451	78599
NC_001491.2	71426	71575	+	3831	71426-71575::+	71575	71426	1	3837	71426	71575
NC_001491.2	80752	80897	-	3832	80752-80897::-	80752	80897	1	3838	80752	80897
NC_001491.2	83814	83960	-	3833	83814-83960::-	83814	83960	1	3839	83814	83960
NC_001491.2	127953	128101	-	3834	127953-128101::-	127953	128101	1	3840	127953	128101
NC_001491.2	50519	50668	+	3835	50519-50668::+	50668	50519	1	3841	50519	50668
NC_001491.2	12577	12724	+	3836	12577-12724::+	12724	12577	1	3842	12577	12724
NC_001491.2	57098	57247	+	3837	57098-57247::+	57247	57098	1	3843	57098	57247
NC_001491.2	52915	53062	-	3838	52915-53062::-	52915	53062	1	3844	52915	53062
NC_001491.2	35701	35846	+	3839	35701-35846::+	35846	35701	1	3845	35701	35846
NC_001491.2	129350	129498	+	3840	129350-129498::+	129498	129350	1	3846	129350	129498
NC_001491.2	58732	58878	+	3841	58732-58878::+	58878	58732	1	3847	58732	58878
NC_001491.2	48134	48280	-	3842	48134-48280::-	48134	48280	1	3848	48134	48280
NC_001491.2	126225	126360	-	3843	126225-126360::-	126225	126360	1	3849	126225	126360
NC_001491.2	130765	130911	+	3844	130765-130911::+	130911	130765	1	3850	130765	130911
NC_001491.2	55059	55205	-	3845	55059-55205::-	55059	55205	1	3851	55059	55205
NC_001491.2	25218	25365	-	3846	25218-25365::-	25218	25365	1	3852	25218	25365
NC_001491.2	2393	2538	-	3847	2393-2538::-	2393	2538	1	3853	2393	2538
NC_001491.2	36996	37139	+	3848	36996-37139::+	37139	36996	1	3854	36996	37139
NC_001491.2	48135	48280	-	3849	48135-48280::-	48135	48280	1	3855	48135	48280
NC_001491.2	91224	91370	-	3850	91224-91370::-	91224	91370	1	3856	91224	91370
NC_001491.2	129064	129210	-	3851	129064-129210::-	129064	129210	1	3857	129064	129210
NC_001491.2	134249	134395	+	3852	134249-134395::+	134395	134249	1	3858	134249	134395
NC_001491.2	105846	105960	-	3853	105846-105960::-	105846	105960	1	3859	105846	105960
NC_001491.2	125915	126061	-	3854	125915-126061::-	125915	126061	1	3860	125915	126061
NC_001491.2	93124	93272	+	3855	93124-93272::+	93272	93124	1	3861	93124	93272
NC_001491.2	93928	94075	-	3856	93928-94075::-	93928	94075	1	3862	93928	94075
NC_001491.2	90712	90858	+	3857	90712-90858::+	90858	90712	1	3863	90712	90858
NC_001491.2	5132	5278	-	3858	5132-5278::-	5132	5278	1	3864	5132	5278
NC_001491.2	64494	64639	+	3859	64494-64639::+	64639	64494	1	3865	64494	64639
NC_001491.2	22744	22890	-	3860	22744-22890::-	22744	22890	1	3866	22744	22890
NC_001491.2	81120	81266	-	3861	81120-81266::-	81120	81266	1	3867	81120	81266
NC_001491.2	20188	20334	-	3862	20188-20334::-	20188	20334	1	3868	20188	20334
NC_001491.2	79214	79361	+	3863	79214-79361::+	79361	79214	1	3869	79214	79361
NC_001491.2	121003	121107	+	3864	121003-121107::+, 121199-121236::+	121107	121003	1	3098	121003	121236
NC_001491.2	121199	121236	+	3864	121003-121107::+, 121199-121236::+	121236	121199	2	3870	121003	121236
NC_001491.2	124439	124586	-	3865	124439-124586::-	124439	124586	1	3871	124439	124586
NC_001491.2	131251	131397	+	3866	131251-131397::+	131397	131251	1	3872	131251	131397
NC_001491.2	58605	58751	+	3867	58605-58751::+	58751	58605	1	3873	58605	58751
NC_001491.2	108588	108732	-	3868	108588-108732::-	108588	108732	1	3874	108588	108732
NC_001491.2	17460	17607	+	3869	17460-17607::+	17607	17460	1	3875	17460	17607
NC_001491.2	10200	10346	-	3870	10200-10346::-	10200	10346	1	3876	10200	10346
NC_001491.2	69018	69165	-	3871	69018-69165::-	69018	69165	1	3877	69018	69165
NC_001491.2	102321	102467	+	3872	102321-102467::+	102467	102321	1	3878	102321	102467
NC_001491.2	55591	55735	-	3873	55591-55735::-	55591	55735	1	3879	55591	55735
NC_001491.2	102331	102476	-	3874	102331-102476::-	102331	102476	1	3880	102331	102476
NC_001491.2	124848	124997	-	3875	124848-124997::-	124848	124997	1	3881	124848	124997
NC_001491.2	36163	36309	+	3876	36163-36309::+	36309	36163	1	3882	36163	36309
NC_001491.2	114034	114181	-	3877	114034-114181::-	114034	114181	1	3883	114034	114181
NC_001491.2	90780	90926	+	3878	90780-90926::+	90926	90780	1	3884	90780	90926
NC_001491.2	10465	10611	+	3879	10465-10611::+	10611	10465	1	3885	10465	10611
NC_001491.2	64692	64839	+	3880	64692-64839::+	64839	64692	1	3886	64692	64839
NC_001491.2	111515	111661	-	3881	111515-111661::-	111515	111661	1	3887	111515	111661
NC_001491.2	79322	79468	+	3882	79322-79468::+	79468	79322	1	3888	79322	79468
NC_001491.2	121006	121150	+	3883	121006-121150::+	121150	121006	1	3889	121006	121150
NC_001491.2	28823	28969	-	3884	28823-28969::-	28823	28969	1	3890	28823	28969
NC_001491.2	96457	96603	+	3885	96457-96603::+	96603	96457	1	3891	96457	96603
NC_001491.2	112424	112571	-	3886	112424-112571::-	112424	112571	1	3892	112424	112571
NC_001491.2	81328	81475	+	3887	81328-81475::+	81475	81328	1	3893	81328	81475
NC_001491.2	121691	121838	+	3888	121691-121838::+	121838	121691	1	3894	121691	121838
NC_001491.2	25208	25354	-	3889	25208-25354::-	25208	25354	1	3895	25208	25354
NC_001491.2	118582	118728	-	3890	118582-118728::-	118582	118728	1	3896	118582	118728
NC_001491.2	96946	97092	-	3891	96946-97092::-	96946	97092	1	3897	96946	97092
NC_001491.2	79723	79872	+	3892	79723-79872::+	79872	79723	1	3898	79723	79872
NC_001491.2	63831	63978	+	3893	63831-63978::+	63978	63831	1	3899	63831	63978
NC_001491.2	55730	55876	-	3894	55730-55876::-	55730	55876	1	3900	55730	55876
NC_001491.2	50575	50721	+	3895	50575-50721::+	50721	50575	1	3901	50575	50721
NC_001491.2	46253	46399	-	3896	46253-46399::-	46253	46399	1	3902	46253	46399
NC_001491.2	31927	32077	-	3897	31927-32077::-	31927	32077	1	3903	31927	32077
NC_001491.2	48101	48248	-	3898	48101-48248::-	48101	48248	1	3904	48101	48248
NC_001491.2	36491	36637	+	3899	36491-36637::+	36637	36491	1	3905	36491	36637
NC_001491.2	125594	125740	-	3900	125594-125740::-	125594	125740	1	3906	125594	125740
NC_001491.2	78918	79065	+	3901	78918-79065::+	79065	78918	1	3907	78918	79065
NC_001491.2	65976	66122	-	3902	65976-66122::-	65976	66122	1	3908	65976	66122
NC_001491.2	2594	2740	+	3903	2594-2740::+	2740	2594	1	3909	2594	2740
NC_001491.2	72061	72210	+	3904	72061-72210::+	72210	72061	1	3910	72061	72210
NC_001491.2	77591	77613	+	3905	77591-77613::+, 77676-77799::+	77613	77591	1	3911	77591	77799
NC_001491.2	77676	77799	+	3905	77591-77613::+, 77676-77799::+	77799	77676	2	3912	77591	77799
NC_001491.2	126465	126611	-	3906	126465-126611::-	126465	126611	1	3913	126465	126611
NC_001491.2	44985	45131	-	3907	44985-45131::-	44985	45131	1	3914	44985	45131
NC_001491.2	15629	15776	+	3908	15629-15776::+	15776	15629	1	3915	15629	15776
NC_001491.2	122259	122385	+	3909	122259-122385::+	122385	122259	1	3916	122259	122385
NC_001491.2	66119	66264	-	3910	66119-66264::-	66119	66264	1	3917	66119	66264
NC_001491.2	11480	11626	-	3911	11480-11626::-	11480	11626	1	3918	11480	11626
NC_001491.2	79559	79707	+	3912	79559-79707::+	79707	79559	1	3919	79559	79707
NC_001491.2	114083	114228	+	3913	114083-114228::+	114228	114083	1	3920	114083	114228
NC_001491.2	28405	28551	-	3914	28405-28551::-	28405	28551	1	3921	28405	28551
NC_001491.2	25625	25770	-	3915	25625-25770::-, 26688-26692::-	25625	25770	1	3922	25625	26692
NC_001491.2	26688	26692	-	3915	25625-25770::-, 26688-26692::-	26688	26692	2	3923	25625	26692
NC_001491.2	14321	14471	+	3916	14321-14471::+	14471	14321	1	3924	14321	14471
NC_001491.2	6509	6656	-	3917	6509-6656::-	6509	6656	1	3925	6509	6656
NC_001491.2	7689	7835	+	3918	7689-7835::+	7835	7689	1	3926	7689	7835
NC_001491.2	69728	69871	+	3919	69728-69871::+	69871	69728	1	3927	69728	69871
NC_001491.2	91206	91352	+	3920	91206-91352::+	91352	91206	1	3928	91206	91352
NC_001491.2	13560	13695	+	3921	13560-13695::+	13695	13560	1	3929	13560	13695
NC_001491.2	76835	76981	+	3922	76835-76981::+	76981	76835	1	3930	76835	76981
NC_001491.2	1252	1360	+	3923	1252-1360::+	1360	1252	1	3931	1252	1360
NC_001491.2	2671	2814	+	3924	2671-2814::+	2814	2671	1	3932	2671	2814
NC_001491.2	25519	25666	-	3925	25519-25666::-	25519	25666	1	3933	25519	25666
NC_001491.2	28655	28804	-	3926	28655-28804::-	28655	28804	1	3934	28655	28804
NC_001491.2	4783	4931	-	3927	4783-4931::-	4783	4931	1	3935	4783	4931
NC_001491.2	4025	4171	-	3928	4025-4171::-	4025	4171	1	3936	4025	4171
NC_001491.2	31164	31310	-	3929	31164-31310::-	31164	31310	1	3937	31164	31310
NC_001491.2	94978	95124	+	3930	94978-95124::+	95124	94978	1	3938	94978	95124
NC_001491.2	5881	6028	-	3931	5881-6028::-	5881	6028	1	3939	5881	6028
NC_001491.2	128444	128590	+	3932	128444-128590::+	128590	128444	1	3940	128444	128590
NC_001491.2	49501	49647	-	3933	49501-49647::-	49501	49647	1	3941	49501	49647
NC_001491.2	125121	125267	-	3934	125121-125267::-	125121	125267	1	3942	125121	125267
NC_001491.2	51110	51260	+	3935	51110-51260::+	51260	51110	1	3943	51110	51260
NC_001491.2	5499	5646	+	3936	5499-5646::+	5646	5499	1	3944	5499	5646
NC_001491.2	45267	45417	+	3937	45267-45417::+	45417	45267	1	3945	45267	45417
NC_001491.2	126211	126355	-	3938	126211-126355::-	126211	126355	1	3946	126211	126355
NC_001491.2	126311	126459	+	3939	126311-126459::+	126459	126311	1	3947	126311	126459
NC_001491.2	79466	79612	+	3940	79466-79612::+	79612	79466	1	3948	79466	79612
NC_001491.2	125164	125311	-	3941	125164-125311::-	125164	125311	1	3949	125164	125311
NC_001491.2	69518	69666	-	3942	69518-69666::-	69518	69666	1	3950	69518	69666
NC_001491.2	69333	69483	-	3943	69333-69483::-	69333	69483	1	3951	69333	69483
NC_001491.2	2365	2511	-	3944	2365-2511::-	2365	2511	1	3952	2365	2511
NC_001491.2	81082	81228	+	3945	81082-81228::+	81228	81082	1	3953	81082	81228
NC_001491.2	61308	61457	+	3946	61308-61457::+	61457	61308	1	3954	61308	61457
NC_001491.2	25778	25924	+	3947	25778-25924::+	25924	25778	1	3955	25778	25924
NC_001491.2	119555	119701	+	3948	119555-119701::+	119701	119555	1	3956	119555	119701
NC_001491.2	92445	92591	+	3949	92445-92591::+	92591	92445	1	3957	92445	92591
NC_001491.2	51752	51900	-	3950	51752-51900::-	51752	51900	1	3958	51752	51900
NC_001491.2	59992	60138	+	3951	59992-60138::+	60138	59992	1	3959	59992	60138
NC_001491.2	12715	12860	+	3952	12715-12860::+	12860	12715	1	3960	12715	12860
NC_001491.2	55044	55190	-	3953	55044-55190::-	55044	55190	1	3961	55044	55190
NC_001491.2	103878	104024	+	3954	103878-104024::+	104024	103878	1	3962	103878	104024
NC_001491.2	19683	19828	-	3955	19683-19828::-	19683	19828	1	3963	19683	19828
NC_001491.2	128442	128588	+	3956	128442-128588::+	128588	128442	1	3964	128442	128588
NC_001491.2	26660	26808	-	3957	26660-26808::-	26660	26808	1	3965	26660	26808
NC_001491.2	47268	47415	-	3958	47268-47415::-	47268	47415	1	3966	47268	47415
NC_001491.2	86189	86335	+	3959	86189-86335::+	86335	86189	1	3967	86189	86335
NC_001491.2	116294	116443	+	3960	116294-116443::+	116443	116294	1	3968	116294	116443
NC_001491.2	63904	64051	+	3961	63904-64051::+	64051	63904	1	3969	63904	64051
NC_001491.2	28599	28748	-	3962	28599-28748::-	28599	28748	1	3970	28599	28748
NC_001491.2	17444	17591	+	3963	17444-17591::+	17591	17444	1	3971	17444	17591
NC_001491.2	127636	127770	+	3964	127636-127770::+	127770	127636	1	3972	127636	127770
NC_001491.2	19171	19319	+	3965	19171-19319::+	19319	19171	1	3973	19171	19319
NC_001491.2	84296	84442	+	3966	84296-84442::+	84442	84296	1	3974	84296	84442
NC_001491.2	33237	33383	+	3967	33237-33383::+	33383	33237	1	3975	33237	33383
NC_001491.2	124831	124980	-	3968	124831-124980::-	124831	124980	1	3976	124831	124980
NC_001491.2	52398	52544	-	3969	52398-52544::-	52398	52544	1	3977	52398	52544
NC_001491.2	2227	2373	+	3970	2227-2373::+	2373	2227	1	3978	2227	2373
NC_001491.2	100160	100307	+	3971	100160-100307::+	100307	100160	1	3979	100160	100307
NC_001491.2	9127	9277	-	3972	9127-9277::-	9127	9277	1	3980	9127	9277
NC_001491.2	99978	100124	+	3973	99978-100124::+	100124	99978	1	3981	99978	100124
NC_001491.2	79186	79335	+	3974	79186-79335::+	79335	79186	1	3982	79186	79335
NC_001491.2	66159	66263	-	3975	66159-66263::-	66159	66263	1	3983	66159	66263
NC_001491.2	8389	8536	-	3976	8389-8536::-	8389	8536	1	3984	8389	8536
NC_001491.2	19393	19539	-	3977	19393-19539::-	19393	19539	1	3985	19393	19539
NC_001491.2	35748	35894	+	3978	35748-35894::+	35894	35748	1	3986	35748	35894
NC_001491.2	15745	15891	+	3979	15745-15891::+	15891	15745	1	3987	15745	15891
NC_001491.2	4161	4307	-	3980	4161-4307::-	4161	4307	1	3988	4161	4307
NC_001491.2	86393	86539	+	3981	86393-86539::+	86539	86393	1	3989	86393	86539
NC_001491.2	10185	10331	-	3982	10185-10331::-	10185	10331	1	3990	10185	10331
NC_001491.2	51115	51262	+	3983	51115-51262::+	51262	51115	1	3991	51115	51262
NC_001491.2	118633	118779	-	3984	118633-118779::-	118633	118779	1	3992	118633	118779
NC_001491.2	129349	129496	+	3985	129349-129496::+	129496	129349	1	3993	129349	129496
NC_001491.2	122259	122406	+	3986	122259-122406::+	122406	122259	1	3994	122259	122406
NC_001491.2	24130	24275	-	3987	24130-24275::-	24130	24275	1	3995	24130	24275
NC_001491.2	45122	45268	+	3988	45122-45268::+	45268	45122	1	3996	45122	45268
NC_001491.2	65694	65844	-	3989	65694-65844::-	65694	65844	1	3997	65694	65844
NC_001491.2	2671	2817	+	3990	2671-2817::+	2817	2671	1	3998	2671	2817
NC_001491.2	79163	79309	+	3991	79163-79309::+	79309	79163	1	3999	79163	79309
NC_001491.2	32906	33055	+	3992	32906-33055::+	33055	32906	1	4000	32906	33055
NC_001491.2	86937	87083	+	3993	86937-87083::+	87083	86937	1	4001	86937	87083
NC_001491.2	81900	82042	+	3994	81900-82042::+	82042	81900	1	4002	81900	82042
NC_001491.2	60473	60619	+	3995	60473-60619::+	60619	60473	1	4003	60473	60619
NC_001491.2	119554	119700	-	3996	119554-119700::-	119554	119700	1	4004	119554	119700
NC_001491.2	105846	105987	-	3997	105846-105987::-	105846	105987	1	4005	105846	105987
NC_001491.2	118871	119020	+	3998	118871-119020::+	119020	118871	1	4006	118871	119020
NC_001491.2	17980	18095	+	3999	17980-18095::+	18095	17980	1	4007	17980	18095
NC_001491.2	124710	124857	-	4000	124710-124857::-	124710	124857	1	4008	124710	124857
NC_001491.2	87487	87627	+	4001	87487-87627::+	87627	87487	1	4009	87487	87627
NC_001491.2	97959	98105	-	4002	97959-98105::-	97959	98105	1	4010	97959	98105
NC_001491.2	15234	15381	+	4003	15234-15381::+	15381	15234	1	4011	15234	15381
NC_001491.2	20082	20227	+	4004	20082-20227::+	20227	20082	1	4012	20082	20227
NC_001491.2	76197	76343	-	4005	76197-76343::-	76197	76343	1	4013	76197	76343
NC_001491.2	15647	15794	+	4006	15647-15794::+	15794	15647	1	4014	15647	15794
NC_001491.2	25062	25212	-	4007	25062-25212::-	25062	25212	1	4015	25062	25212
NC_001491.2	87632	87778	-	4008	87632-87778::-	87632	87778	1	4016	87632	87778
NC_001491.2	13589	13735	+	4009	13589-13735::+	13735	13589	1	4017	13589	13735
NC_001491.2	75294	75441	-	4010	75294-75441::-	75294	75441	1	4018	75294	75441
NC_001491.2	77594	77738	+	4011	77594-77738::+	77738	77594	1	4019	77594	77738
NC_001491.2	27583	27729	-	4012	27583-27729::-	27583	27729	1	4020	27583	27729
NC_001491.2	27262	27408	+	4013	27262-27408::+	27408	27262	1	4021	27262	27408
NC_001491.2	48360	48506	-	4014	48360-48506::-	48360	48506	1	4022	48360	48506
NC_001491.2	77507	77653	+	4015	77507-77653::+	77653	77507	1	4023	77507	77653
NC_001491.2	2478	2624	+	4016	2478-2624::+	2624	2478	1	4024	2478	2624
NC_001491.2	55644	55789	-	4017	55644-55789::-	55644	55789	1	4025	55644	55789
NC_001491.2	15084	15230	+	4018	15084-15230::+	15230	15084	1	4026	15084	15230
NC_001491.2	96214	96360	-	4019	96214-96360::-	96214	96360	1	4027	96214	96360
NC_001491.2	55319	55465	+	4020	55319-55465::+	55465	55319	1	4028	55319	55465
NC_001491.2	55250	55397	+	4021	55250-55397::+	55397	55250	1	4029	55250	55397
NC_001491.2	88948	89096	-	4022	88948-89096::-	88948	89096	1	4030	88948	89096
NC_001491.2	106572	106720	-	4023	106572-106720::-	106572	106720	1	4031	106572	106720
NC_001491.2	2547	2672	-	4024	2547-2672::-	2547	2672	1	4032	2547	2672
NC_001491.2	8644	8790	+	4025	8644-8790::+	8790	8644	1	4033	8644	8790
NC_001491.2	128037	128185	+	4026	128037-128185::+	128185	128037	1	4034	128037	128185
NC_001491.2	5576	5722	-	4027	5576-5722::-	5576	5722	1	4035	5576	5722
NC_001491.2	9663	9809	-	4028	9663-9809::-	9663	9809	1	4036	9663	9809
NC_001491.2	90944	91090	+	4029	90944-91090::+	91090	90944	1	4037	90944	91090
NC_001491.2	76308	76454	-	4030	76308-76454::-	76308	76454	1	4038	76308	76454
