TR_ID	seqnames	strand	TR_start	TR_end	exon_combination	1	2	sample	count
3847	NC_001491.2	-	2393	2538	2393-2538::-	3853		EHV1_cage_A	1
3848	NC_001491.2	+	36996	37139	36996-37139::+	3854		EHV1_cage_C	1
3849	NC_001491.2	-	48135	48280	48135-48280::-	3855		EHV1_cage_A	1
3850	NC_001491.2	-	91224	91370	91224-91370::-	3856		EHV1_cage_B	1
3851	NC_001491.2	-	129064	129210	129064-129210::-	3857		EHV1_cage_A	2
3851	NC_001491.2	-	129064	129210	129064-129210::-	3857		EHV1_cage_C	1
3852	NC_001491.2	+	134249	134395	134249-134395::+	3858		EHV1_cage_B	1
3853	NC_001491.2	-	105846	105960	105846-105960::-	3859		EHV1_cage_B	1
3854	NC_001491.2	-	125915	126061	125915-126061::-	3860		EHV1_cage_A	1
3855	NC_001491.2	+	93124	93272	93124-93272::+	3861		EHV1_cage_B	1
3856	NC_001491.2	-	93928	94075	93928-94075::-	3862		EHV1_cage_B	2
3857	NC_001491.2	+	90712	90858	90712-90858::+	3863		EHV1_cage_B	1
3858	NC_001491.2	-	5132	5278	5132-5278::-	3864		EHV1_cage_A	1
3859	NC_001491.2	+	64494	64639	64494-64639::+	3865		EHV1_cage_B	1
3860	NC_001491.2	-	22744	22890	22744-22890::-	3866		EHV1_cage_A	1
3861	NC_001491.2	-	81120	81266	81120-81266::-	3867		EHV1_cage_A	1
3862	NC_001491.2	-	20188	20334	20188-20334::-	3868		EHV1_cage_B	1
3863	NC_001491.2	+	79214	79361	79214-79361::+	3869		EHV1_cage_B	1
3864	NC_001491.2	+	121003	121236	121003-121107::+, 121199-121236::+	3098	3870	EHV1_cage_B	1
3865	NC_001491.2	-	124439	124586	124439-124586::-	3871		EHV1_cage_B	1
3866	NC_001491.2	+	131251	131397	131251-131397::+	3872		EHV1_cage_A	1
3867	NC_001491.2	+	58605	58751	58605-58751::+	3873		EHV1_cage_B	1
3868	NC_001491.2	-	108588	108732	108588-108732::-	3874		EHV1_cage_B	1
3869	NC_001491.2	+	17460	17607	17460-17607::+	3875		EHV1_cage_B	1
3870	NC_001491.2	-	10200	10346	10200-10346::-	3876		EHV1_cage_B	1
3871	NC_001491.2	-	69018	69165	69018-69165::-	3877		EHV1_cage_C	1
3872	NC_001491.2	+	102321	102467	102321-102467::+	3878		EHV1_cage_C	1
3873	NC_001491.2	-	55591	55735	55591-55735::-	3879		EHV1_cage_A	1
3874	NC_001491.2	-	102331	102476	102331-102476::-	3880		EHV1_cage_B	1
3875	NC_001491.2	-	124848	124997	124848-124997::-	3881		EHV1_cage_C	1
3876	NC_001491.2	+	36163	36309	36163-36309::+	3882		EHV1_cage_C	1
3877	NC_001491.2	-	114034	114181	114034-114181::-	3883		EHV1_cage_A	1
3878	NC_001491.2	+	90780	90926	90780-90926::+	3884		EHV1_cage_B	1
3879	NC_001491.2	+	10465	10611	10465-10611::+	3885		EHV1_cage_A	1
3880	NC_001491.2	+	64692	64839	64692-64839::+	3886		EHV1_cage_B	1
3881	NC_001491.2	-	111515	111661	111515-111661::-	3887		EHV1_cage_C	1
3882	NC_001491.2	+	79322	79468	79322-79468::+	3888		EHV1_cage_C	1
3883	NC_001491.2	+	121006	121150	121006-121150::+	3889		EHV1_cage_A	1
3884	NC_001491.2	-	28823	28969	28823-28969::-	3890		EHV1_cage_C	1
3884	NC_001491.2	-	28823	28969	28823-28969::-	3890		EHV1_cage_B	1
3885	NC_001491.2	+	96457	96603	96457-96603::+	3891		EHV1_cage_C	1
3886	NC_001491.2	-	112424	112571	112424-112571::-	3892		EHV1_cage_A	1
3887	NC_001491.2	+	81328	81475	81328-81475::+	3893		EHV1_cage_C	2
3888	NC_001491.2	+	121691	121838	121691-121838::+	3894		EHV1_cage_C	1
3889	NC_001491.2	-	25208	25354	25208-25354::-	3895		EHV1_cage_C	1
3890	NC_001491.2	-	118582	118728	118582-118728::-	3896		EHV1_cage_A	1
3891	NC_001491.2	-	96946	97092	96946-97092::-	3897		EHV1_cage_B	1
3892	NC_001491.2	+	79723	79872	79723-79872::+	3898		EHV1_cage_B	1
3893	NC_001491.2	+	63831	63978	63831-63978::+	3899		EHV1_cage_B	1
3894	NC_001491.2	-	55730	55876	55730-55876::-	3900		EHV1_cage_A	1
3895	NC_001491.2	+	50575	50721	50575-50721::+	3901		EHV1_cage_B	1
3896	NC_001491.2	-	46253	46399	46253-46399::-	3902		EHV1_cage_C	1
3897	NC_001491.2	-	31927	32077	31927-32077::-	3903		EHV1_cage_B	1
3898	NC_001491.2	-	48101	48248	48101-48248::-	3904		EHV1_cage_A	1
3898	NC_001491.2	-	48101	48248	48101-48248::-	3904		EHV1_cage_B	2
3899	NC_001491.2	+	36491	36637	36491-36637::+	3905		EHV1_cage_C	1
3900	NC_001491.2	-	125594	125740	125594-125740::-	3906		EHV1_cage_C	1
3901	NC_001491.2	+	78918	79065	78918-79065::+	3907		EHV1_cage_C	1
3902	NC_001491.2	-	65976	66122	65976-66122::-	3908		EHV1_cage_C	1
3903	NC_001491.2	+	2594	2740	2594-2740::+	3909		EHV1_cage_C	1
3904	NC_001491.2	+	72061	72210	72061-72210::+	3910		EHV1_cage_A	1
3905	NC_001491.2	+	77591	77799	77591-77613::+, 77676-77799::+	3911	3912	EHV1_cage_B	1
3906	NC_001491.2	-	126465	126611	126465-126611::-	3913		EHV1_cage_B	1
3906	NC_001491.2	-	126465	126611	126465-126611::-	3913		EHV1_cage_C	1
3907	NC_001491.2	-	44985	45131	44985-45131::-	3914		EHV1_cage_B	1
3908	NC_001491.2	+	15629	15776	15629-15776::+	3915		EHV1_cage_B	1
3908	NC_001491.2	+	15629	15776	15629-15776::+	3915		EHV1_cage_C	1
3909	NC_001491.2	+	122259	122385	122259-122385::+	3916		EHV1_cage_A	1
3909	NC_001491.2	+	122259	122385	122259-122385::+	3916		EHV1_cage_C	2
3910	NC_001491.2	-	66119	66264	66119-66264::-	3917		EHV1_cage_B	1
3910	NC_001491.2	-	66119	66264	66119-66264::-	3917		EHV1_cage_C	1
3911	NC_001491.2	-	11480	11626	11480-11626::-	3918		EHV1_cage_C	1
3912	NC_001491.2	+	79559	79707	79559-79707::+	3919		EHV1_cage_A	1
3913	NC_001491.2	+	114083	114228	114083-114228::+	3920		EHV1_cage_A	1
3914	NC_001491.2	-	28405	28551	28405-28551::-	3921		EHV1_cage_A	1
3915	NC_001491.2	-	25625	26692	25625-25770::-, 26688-26692::-	3922	3923	EHV1_cage_B	1
3916	NC_001491.2	+	14321	14471	14321-14471::+	3924		EHV1_cage_C	1
3917	NC_001491.2	-	6509	6656	6509-6656::-	3925		EHV1_cage_C	1
3918	NC_001491.2	+	7689	7835	7689-7835::+	3926		EHV1_cage_C	1
3919	NC_001491.2	+	69728	69871	69728-69871::+	3927		EHV1_cage_C	1
3920	NC_001491.2	+	91206	91352	91206-91352::+	3928		EHV1_cage_C	1
3920	NC_001491.2	+	91206	91352	91206-91352::+	3928		EHV1_cage_A	1
3921	NC_001491.2	+	13560	13695	13560-13695::+	3929		EHV1_cage_B	1
3922	NC_001491.2	+	76835	76981	76835-76981::+	3930		EHV1_cage_B	1
3923	NC_001491.2	+	1252	1360	1252-1360::+	3931		EHV1_cage_A	1
3924	NC_001491.2	+	2671	2814	2671-2814::+	3932		EHV1_cage_C	1
3925	NC_001491.2	-	25519	25666	25519-25666::-	3933		EHV1_cage_C	1
3926	NC_001491.2	-	28655	28804	28655-28804::-	3934		EHV1_cage_C	1
3927	NC_001491.2	-	4783	4931	4783-4931::-	3935		EHV1_cage_B	1
3928	NC_001491.2	-	4025	4171	4025-4171::-	3936		EHV1_cage_C	1
3929	NC_001491.2	-	31164	31310	31164-31310::-	3937		EHV1_cage_B	1
3930	NC_001491.2	+	94978	95124	94978-95124::+	3938		EHV1_cage_C	1
3931	NC_001491.2	-	5881	6028	5881-6028::-	3939		EHV1_cage_C	1
3932	NC_001491.2	+	128444	128590	128444-128590::+	3940		EHV1_cage_B	1
3933	NC_001491.2	-	49501	49647	49501-49647::-	3941		EHV1_cage_B	1
3934	NC_001491.2	-	125121	125267	125121-125267::-	3942		EHV1_cage_C	1
3935	NC_001491.2	+	51110	51260	51110-51260::+	3943		EHV1_cage_C	1
3936	NC_001491.2	+	5499	5646	5499-5646::+	3944		EHV1_cage_C	1
3937	NC_001491.2	+	45267	45417	45267-45417::+	3945		EHV1_cage_B	1
3938	NC_001491.2	-	126211	126355	126211-126355::-	3946		EHV1_cage_C	1
3939	NC_001491.2	+	126311	126459	126311-126459::+	3947		EHV1_cage_B	1
3940	NC_001491.2	+	79466	79612	79466-79612::+	3948		EHV1_cage_A	1
3941	NC_001491.2	-	125164	125311	125164-125311::-	3949		EHV1_cage_B	1
3942	NC_001491.2	-	69518	69666	69518-69666::-	3950		EHV1_cage_C	1
3943	NC_001491.2	-	69333	69483	69333-69483::-	3951		EHV1_cage_C	2
3944	NC_001491.2	-	2365	2511	2365-2511::-	3952		EHV1_cage_C	1
3945	NC_001491.2	+	81082	81228	81082-81228::+	3953		EHV1_cage_C	1
3946	NC_001491.2	+	61308	61457	61308-61457::+	3954		EHV1_cage_A	2
3947	NC_001491.2	+	25778	25924	25778-25924::+	3955		EHV1_cage_A	1
3948	NC_001491.2	+	119555	119701	119555-119701::+	3956		EHV1_cage_B	1
3949	NC_001491.2	+	92445	92591	92445-92591::+	3957		EHV1_cage_A	1
3950	NC_001491.2	-	51752	51900	51752-51900::-	3958		EHV1_cage_B	1
3951	NC_001491.2	+	59992	60138	59992-60138::+	3959		EHV1_cage_B	1
3952	NC_001491.2	+	12715	12860	12715-12860::+	3960		EHV1_cage_A	1
3953	NC_001491.2	-	55044	55190	55044-55190::-	3961		EHV1_cage_C	1
3954	NC_001491.2	+	103878	104024	103878-104024::+	3962		EHV1_cage_C	1
3955	NC_001491.2	-	19683	19828	19683-19828::-	3963		EHV1_cage_A	1
3956	NC_001491.2	+	128442	128588	128442-128588::+	3964		EHV1_cage_A	1
3957	NC_001491.2	-	26660	26808	26660-26808::-	3965		EHV1_cage_C	1
3958	NC_001491.2	-	47268	47415	47268-47415::-	3966		EHV1_cage_A	1
3959	NC_001491.2	+	86189	86335	86189-86335::+	3967		EHV1_cage_C	1
3960	NC_001491.2	+	116294	116443	116294-116443::+	3968		EHV1_cage_C	1
3961	NC_001491.2	+	63904	64051	63904-64051::+	3969		EHV1_cage_B	1
3962	NC_001491.2	-	28599	28748	28599-28748::-	3970		EHV1_cage_C	1
3963	NC_001491.2	+	17444	17591	17444-17591::+	3971		EHV1_cage_B	1
3964	NC_001491.2	+	127636	127770	127636-127770::+	3972		EHV1_cage_C	1
3965	NC_001491.2	+	19171	19319	19171-19319::+	3973		EHV1_cage_C	1
3966	NC_001491.2	+	84296	84442	84296-84442::+	3974		EHV1_cage_C	1
3967	NC_001491.2	+	33237	33383	33237-33383::+	3975		EHV1_cage_A	1
3968	NC_001491.2	-	124831	124980	124831-124980::-	3976		EHV1_cage_A	1
3969	NC_001491.2	-	52398	52544	52398-52544::-	3977		EHV1_cage_C	1
3970	NC_001491.2	+	2227	2373	2227-2373::+	3978		EHV1_cage_B	1
3971	NC_001491.2	+	100160	100307	100160-100307::+	3979		EHV1_cage_C	1
3972	NC_001491.2	-	9127	9277	9127-9277::-	3980		EHV1_cage_C	1
3973	NC_001491.2	+	99978	100124	99978-100124::+	3981		EHV1_cage_B	1
3974	NC_001491.2	+	79186	79335	79186-79335::+	3982		EHV1_cage_A	1
3975	NC_001491.2	-	66159	66263	66159-66263::-	3983		EHV1_cage_B	1
3976	NC_001491.2	-	8389	8536	8389-8536::-	3984		EHV1_cage_B	1
3977	NC_001491.2	-	19393	19539	19393-19539::-	3985		EHV1_cage_B	1
3978	NC_001491.2	+	35748	35894	35748-35894::+	3986		EHV1_cage_B	1
3979	NC_001491.2	+	15745	15891	15745-15891::+	3987		EHV1_cage_A	1
3980	NC_001491.2	-	4161	4307	4161-4307::-	3988		EHV1_cage_A	1
3981	NC_001491.2	+	86393	86539	86393-86539::+	3989		EHV1_cage_B	1
3982	NC_001491.2	-	10185	10331	10185-10331::-	3990		EHV1_cage_B	1
3983	NC_001491.2	+	51115	51262	51115-51262::+	3991		EHV1_cage_B	1
3984	NC_001491.2	-	118633	118779	118633-118779::-	3992		EHV1_cage_A	1
3985	NC_001491.2	+	129349	129496	129349-129496::+	3993		EHV1_cage_A	1
3986	NC_001491.2	+	122259	122406	122259-122406::+	3994		EHV1_cage_B	2
3986	NC_001491.2	+	122259	122406	122259-122406::+	3994		EHV1_cage_A	1
3987	NC_001491.2	-	24130	24275	24130-24275::-	3995		EHV1_cage_C	1
3988	NC_001491.2	+	45122	45268	45122-45268::+	3996		EHV1_cage_B	1
3989	NC_001491.2	-	65694	65844	65694-65844::-	3997		EHV1_cage_A	1
3990	NC_001491.2	+	2671	2817	2671-2817::+	3998		EHV1_cage_B	1
3990	NC_001491.2	+	2671	2817	2671-2817::+	3998		EHV1_cage_A	1
3990	NC_001491.2	+	2671	2817	2671-2817::+	3998		EHV1_cage_C	1
3991	NC_001491.2	+	79163	79309	79163-79309::+	3999		EHV1_cage_B	1
3992	NC_001491.2	+	32906	33055	32906-33055::+	4000		EHV1_cage_A	1
3993	NC_001491.2	+	86937	87083	86937-87083::+	4001		EHV1_cage_B	1
3994	NC_001491.2	+	81900	82042	81900-82042::+	4002		EHV1_cage_A	1
3995	NC_001491.2	+	60473	60619	60473-60619::+	4003		EHV1_cage_A	3
3995	NC_001491.2	+	60473	60619	60473-60619::+	4003		EHV1_cage_C	1
3996	NC_001491.2	-	119554	119700	119554-119700::-	4004		EHV1_cage_B	1
3997	NC_001491.2	-	105846	105987	105846-105987::-	4005		EHV1_cage_C	1
3998	NC_001491.2	+	118871	119020	118871-119020::+	4006		EHV1_cage_A	1
3999	NC_001491.2	+	17980	18095	17980-18095::+	4007		EHV1_cage_A	1
4000	NC_001491.2	-	124710	124857	124710-124857::-	4008		EHV1_cage_B	1
4001	NC_001491.2	+	87487	87627	87487-87627::+	4009		EHV1_cage_B	1
4002	NC_001491.2	-	97959	98105	97959-98105::-	4010		EHV1_cage_B	1
4003	NC_001491.2	+	15234	15381	15234-15381::+	4011		EHV1_cage_B	2
4004	NC_001491.2	+	20082	20227	20082-20227::+	4012		EHV1_cage_B	1
4005	NC_001491.2	-	76197	76343	76197-76343::-	4013		EHV1_cage_C	1
4006	NC_001491.2	+	15647	15794	15647-15794::+	4014		EHV1_cage_C	1
4007	NC_001491.2	-	25062	25212	25062-25212::-	4015		EHV1_cage_C	1
4008	NC_001491.2	-	87632	87778	87632-87778::-	4016		EHV1_cage_B	1
4009	NC_001491.2	+	13589	13735	13589-13735::+	4017		EHV1_cage_B	1
4010	NC_001491.2	-	75294	75441	75294-75441::-	4018		EHV1_cage_C	1
4011	NC_001491.2	+	77594	77738	77594-77738::+	4019		EHV1_cage_B	1
4012	NC_001491.2	-	27583	27729	27583-27729::-	4020		EHV1_cage_A	1
4013	NC_001491.2	+	27262	27408	27262-27408::+	4021		EHV1_cage_A	1
4014	NC_001491.2	-	48360	48506	48360-48506::-	4022		EHV1_cage_B	1
4015	NC_001491.2	+	77507	77653	77507-77653::+	4023		EHV1_cage_B	2
4016	NC_001491.2	+	2478	2624	2478-2624::+	4024		EHV1_cage_B	1
4017	NC_001491.2	-	55644	55789	55644-55789::-	4025		EHV1_cage_A	1
4018	NC_001491.2	+	15084	15230	15084-15230::+	4026		EHV1_cage_B	1
4019	NC_001491.2	-	96214	96360	96214-96360::-	4027		EHV1_cage_A	1
4019	NC_001491.2	-	96214	96360	96214-96360::-	4027		EHV1_cage_B	1
4020	NC_001491.2	+	55319	55465	55319-55465::+	4028		EHV1_cage_C	1
4021	NC_001491.2	+	55250	55397	55250-55397::+	4029		EHV1_cage_A	1
4022	NC_001491.2	-	88948	89096	88948-89096::-	4030		EHV1_cage_C	1
4023	NC_001491.2	-	106572	106720	106572-106720::-	4031		EHV1_cage_A	1
4024	NC_001491.2	-	2547	2672	2547-2672::-	4032		EHV1_cage_C	1
4025	NC_001491.2	+	8644	8790	8644-8790::+	4033		EHV1_cage_B	1
4026	NC_001491.2	+	128037	128185	128037-128185::+	4034		EHV1_cage_C	1
4027	NC_001491.2	-	5576	5722	5576-5722::-	4035		EHV1_cage_B	1
4028	NC_001491.2	-	9663	9809	9663-9809::-	4036		EHV1_cage_A	1
4029	NC_001491.2	+	90944	91090	90944-91090::+	4037		EHV1_cage_B	1
4030	NC_001491.2	-	76308	76454	76308-76454::-	4038		EHV1_cage_B	1
4031	NC_001491.2	+	16091	16238	16091-16238::+	4039		EHV1_cage_B	1
4032	NC_001491.2	+	121301	121448	121301-121448::+	4040		EHV1_cage_C	2
4033	NC_001491.2	+	135564	135708	135564-135708::+	4041		EHV1_cage_B	1
4034	NC_001491.2	-	26532	26679	26532-26679::-	4042		EHV1_cage_A	1
4035	NC_001491.2	+	17951	18097	17951-18097::+	4043		EHV1_cage_C	1
4036	NC_001491.2	+	78782	78928	78782-78928::+	4044		EHV1_cage_A	1
4037	NC_001491.2	-	33933	34079	33933-34079::-	4045		EHV1_cage_C	1
4038	NC_001491.2	-	32187	32334	32187-32334::-	4046		EHV1_cage_C	1
4039	NC_001491.2	-	22647	22794	22647-22794::-	4047		EHV1_cage_C	1
4040	NC_001491.2	+	34670	34818	34670-34818::+	4048		EHV1_cage_A	1
4041	NC_001491.2	+	16187	16334	16187-16334::+	4049		EHV1_cage_B	1
4042	NC_001491.2	-	74067	74188	74067-74188::-	4050		EHV1_cage_C	1
4043	NC_001491.2	-	83815	83950	83815-83950::-	4051		EHV1_cage_B	1
4044	NC_001491.2	-	84614	84760	84614-84760::-	4052		EHV1_cage_C	1
4045	NC_001491.2	+	122273	122392	122273-122392::+	4053		EHV1_cage_C	1
4046	NC_001491.2	+	71118	71262	71118-71262::+	4054		EHV1_cage_C	1
4047	NC_001491.2	+	80965	81112	80965-81112::+	4055		EHV1_cage_B	1
4048	NC_001491.2	-	119069	119216	119069-119216::-	4056		EHV1_cage_A	1
4049	NC_001491.2	-	56573	56720	56573-56720::-	4057		EHV1_cage_A	1
4050	NC_001491.2	-	25635	25769	25635-25769::-	4058		EHV1_cage_C	2
4051	NC_001491.2	-	70972	71121	70972-71121::-	4059		EHV1_cage_B	1
4052	NC_001491.2	+	101606	101751	101606-101751::+	4060		EHV1_cage_B	1
4053	NC_001491.2	+	86931	87077	86931-87077::+	4061		EHV1_cage_B	1
4054	NC_001491.2	+	128366	128513	128366-128513::+	4062		EHV1_cage_B	1
4055	NC_001491.2	+	64490	64634	64490-64634::+	4063		EHV1_cage_C	1
4055	NC_001491.2	+	64490	64634	64490-64634::+	4063		EHV1_cage_B	1
4056	NC_001491.2	+	129014	129163	129014-129163::+	4064		EHV1_cage_A	1
4057	NC_001491.2	-	74061	74183	74061-74183::-	4065		EHV1_cage_C	1
4058	NC_001491.2	+	96842	96988	96842-96988::+	4066		EHV1_cage_B	1
4059	NC_001491.2	-	106366	106516	106366-106516::-	4067		EHV1_cage_C	1
4060	NC_001491.2	+	71038	71182	71038-71182::+	4068		EHV1_cage_B	1
4061	NC_001491.2	-	49446	49592	49446-49592::-	4069		EHV1_cage_C	1
4062	NC_001491.2	+	72675	72822	72675-72822::+	4070		EHV1_cage_A	1
4063	NC_001491.2	+	88591	88735	88591-88735::+	4071		EHV1_cage_B	1
4064	NC_001491.2	+	76168	77156	76168-76243::+, 77086-77156::+	4072	4073	EHV1_cage_A	1
4065	NC_001491.2	-	125191	125337	125191-125337::-	4074		EHV1_cage_C	2
4065	NC_001491.2	-	125191	125337	125191-125337::-	4074		EHV1_cage_A	1
4066	NC_001491.2	+	129599	129700	129599-129700::+	4075		EHV1_cage_B	1
4067	NC_001491.2	+	89151	89299	89151-89299::+	4076		EHV1_cage_B	1
4068	NC_001491.2	+	132877	133024	132877-133024::+	4077		EHV1_cage_C	1
4069	NC_001491.2	+	120998	121365	120998-121068::+, 121287-121365::+	615	1631	EHV1_cage_C	2
4070	NC_001491.2	-	21765	21911	21765-21911::-	4078		EHV1_cage_A	1
4071	NC_001491.2	+	84268	84414	84268-84414::+	4079		EHV1_cage_C	1
4072	NC_001491.2	+	122291	122393	122291-122393::+	4080		EHV1_cage_B	1
4073	NC_001491.2	-	81091	81237	81091-81237::-	4081		EHV1_cage_B	1
4074	NC_001491.2	+	89190	89337	89190-89337::+	4082		EHV1_cage_C	1
4075	NC_001491.2	+	50147	50296	50147-50296::+	4083		EHV1_cage_B	1
4076	NC_001491.2	+	15263	15411	15263-15411::+	4084		EHV1_cage_B	1
4077	NC_001491.2	-	108033	108180	108033-108180::-	4085		EHV1_cage_C	1
4078	NC_001491.2	+	88298	88440	88298-88440::+	4086		EHV1_cage_A	1
4079	NC_001491.2	-	55516	55662	55516-55662::-	4087		EHV1_cage_C	1
4080	NC_001491.2	-	130146	130293	130146-130293::-	4088		EHV1_cage_C	1
4081	NC_001491.2	-	10670	10816	10670-10816::-	4089		EHV1_cage_C	1
4081	NC_001491.2	-	10670	10816	10670-10816::-	4089		EHV1_cage_B	1
4082	NC_001491.2	-	94404	94550	94404-94550::-	4090		EHV1_cage_B	1
4082	NC_001491.2	-	94404	94550	94404-94550::-	4090		EHV1_cage_C	1
4083	NC_001491.2	+	19023	19172	19023-19172::+	4091		EHV1_cage_A	1
4084	NC_001491.2	+	15745	15895	15745-15895::+	4092		EHV1_cage_C	1
4085	NC_001491.2	+	100159	100306	100159-100306::+	4093		EHV1_cage_B	1
4086	NC_001491.2	+	15082	15211	15082-15211::+	4094		EHV1_cage_B	1
4087	NC_001491.2	+	90170	90317	90170-90317::+	4095		EHV1_cage_A	1
4088	NC_001491.2	-	54218	54365	54218-54365::-	4096		EHV1_cage_A	1
4089	NC_001491.2	+	44988	45134	44988-45134::+	4097		EHV1_cage_A	1
4090	NC_001491.2	-	94400	94547	94400-94547::-	4098		EHV1_cage_B	1
4091	NC_001491.2	-	107372	107519	107372-107519::-	4099		EHV1_cage_A	1
4092	NC_001491.2	-	111889	112033	111889-112033::-	4100		EHV1_cage_A	1
4093	NC_001491.2	+	94429	94576	94429-94576::+	4101		EHV1_cage_B	1
4094	NC_001491.2	+	12471	13070	12471-12580::+, 13056-13070::+	4102	4103	EHV1_cage_B	1
4095	NC_001491.2	+	84638	84785	84638-84785::+	4104		EHV1_cage_C	1
4096	NC_001491.2	-	28382	28528	28382-28528::-	4105		EHV1_cage_C	1
4097	NC_001491.2	+	72820	72966	72820-72966::+	4106		EHV1_cage_B	1
4098	NC_001491.2	-	28522	28672	28522-28672::-	4107		EHV1_cage_C	1
4099	NC_001491.2	+	2674	2817	2674-2817::+	4108		EHV1_cage_B	1
4100	NC_001491.2	-	68910	69056	68910-69056::-	4109		EHV1_cage_B	1
4101	NC_001491.2	+	95972	96115	95972-96115::+	4110		EHV1_cage_A	1
4102	NC_001491.2	+	87976	88124	87976-88124::+	4111		EHV1_cage_C	1
4103	NC_001491.2	-	125911	126057	125911-126057::-	4112		EHV1_cage_A	1
4104	NC_001491.2	+	15187	15335	15187-15335::+	4113		EHV1_cage_C	2
4105	NC_001491.2	-	133634	133780	133634-133780::-	4114		EHV1_cage_B	1
4106	NC_001491.2	+	77606	77753	77606-77753::+	4115		EHV1_cage_B	1
4107	NC_001491.2	-	109945	110091	109945-110091::-	4116		EHV1_cage_C	1
4108	NC_001491.2	-	55022	55168	55022-55168::-	4117		EHV1_cage_B	1
4109	NC_001491.2	+	17569	17716	17569-17716::+	4118		EHV1_cage_C	1
4110	NC_001491.2	+	18050	18198	18050-18198::+	4119		EHV1_cage_B	1
4111	NC_001491.2	-	30018	30165	30018-30165::-	4120		EHV1_cage_C	1
4112	NC_001491.2	-	25128	25274	25128-25274::-	4121		EHV1_cage_B	1
4113	NC_001491.2	-	125190	125334	125190-125334::-	4122		EHV1_cage_B	1
4114	NC_001491.2	+	64513	64660	64513-64660::+	4123		EHV1_cage_A	1
4115	NC_001491.2	-	20656	20802	20656-20802::-	4124		EHV1_cage_C	1
4116	NC_001491.2	+	64882	65028	64882-65028::+	4125		EHV1_cage_B	1
4117	NC_001491.2	+	92600	92747	92600-92747::+	4126		EHV1_cage_B	2
4118	NC_001491.2	+	121006	121368	121006-121068::+, 121287-121368::+	147	4127	EHV1_cage_C	1
4119	NC_001491.2	-	125209	125335	125209-125335::-	4128		EHV1_cage_A	1
4120	NC_001491.2	+	57511	57657	57511-57657::+	4129		EHV1_cage_C	1
4121	NC_001491.2	-	108648	108794	108648-108794::-	4130		EHV1_cage_A	1
4121	NC_001491.2	-	108648	108794	108648-108794::-	4130		EHV1_cage_C	1
4122	NC_001491.2	-	108586	108731	108586-108731::-	4131		EHV1_cage_B	1
4123	NC_001491.2	+	130038	130173	130038-130173::+	4132		EHV1_cage_C	1
4124	NC_001491.2	+	70673	70819	70673-70819::+	4133		EHV1_cage_B	1
4125	NC_001491.2	+	78015	78162	78015-78162::+	4134		EHV1_cage_C	1
4126	NC_001491.2	-	88270	88418	88270-88418::-	4135		EHV1_cage_C	1
4127	NC_001491.2	+	86363	86509	86363-86509::+	4136		EHV1_cage_B	1
4128	NC_001491.2	+	86433	86580	86433-86580::+	4137		EHV1_cage_C	1
4129	NC_001491.2	+	11909	12055	11909-12055::+	4138		EHV1_cage_C	1
4130	NC_001491.2	-	68908	69053	68908-69053::-	4139		EHV1_cage_B	1
4131	NC_001491.2	+	60292	60438	60292-60438::+	4140		EHV1_cage_C	1
4132	NC_001491.2	-	101993	102139	101993-102139::-	4141		EHV1_cage_C	1
4133	NC_001491.2	-	73028	73174	73028-73174::-	4142		EHV1_cage_B	1
4133	NC_001491.2	-	73028	73174	73028-73174::-	4142		EHV1_cage_A	1
4134	NC_001491.2	-	93565	93712	93565-93712::-	4143		EHV1_cage_C	1
4135	NC_001491.2	-	38562	38710	38562-38710::-	4144		EHV1_cage_A	1
4136	NC_001491.2	+	89161	89307	89161-89307::+	4145		EHV1_cage_B	1
4137	NC_001491.2	+	81498	81645	81498-81645::+	4146		EHV1_cage_A	1
4138	NC_001491.2	-	21970	22115	21970-22115::-	4147		EHV1_cage_C	1
4139	NC_001491.2	+	3215	3361	3215-3361::+	4148		EHV1_cage_B	1
4140	NC_001491.2	+	2196	2343	2196-2343::+	4149		EHV1_cage_A	1
4141	NC_001491.2	-	98271	98418	98271-98418::-	4150		EHV1_cage_B	1
4142	NC_001491.2	+	23079	23225	23079-23225::+	4151		EHV1_cage_B	1
4143	NC_001491.2	+	136583	136716	136583-136716::+	4152		EHV1_cage_B	2
4143	NC_001491.2	+	136583	136716	136583-136716::+	4152		EHV1_cage_A	1
4144	NC_001491.2	-	20757	20903	20757-20903::-	4153		EHV1_cage_C	1
4145	NC_001491.2	+	111689	111835	111689-111835::+	4154		EHV1_cage_A	1
4146	NC_001491.2	+	19449	19597	19449-19597::+	4155		EHV1_cage_A	1
4147	NC_001491.2	-	7255	7401	7255-7401::-	4156		EHV1_cage_A	1
4148	NC_001491.2	+	64158	64306	64158-64306::+	4157		EHV1_cage_B	1
4149	NC_001491.2	+	96792	96942	96792-96942::+	4158		EHV1_cage_C	1
4150	NC_001491.2	+	134647	134792	134647-134792::+	4159		EHV1_cage_A	1
4151	NC_001491.2	+	12641	12788	12641-12788::+	4160		EHV1_cage_B	1
4152	NC_001491.2	+	3063	3210	3063-3210::+	4161		EHV1_cage_B	1
4152	NC_001491.2	+	3063	3210	3063-3210::+	4161		EHV1_cage_A	1
4153	NC_001491.2	-	23539	23685	23539-23685::-	4162		EHV1_cage_C	1
4154	NC_001491.2	-	87580	87726	87580-87726::-	4163		EHV1_cage_C	1
4155	NC_001491.2	-	64921	65066	64921-65066::-	4164		EHV1_cage_B	1
